Shape,date,time,title,description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,latitude,longitude,country_name,state,gazetteer_closest_point,gazetteer_distance
"(93.01230000000004, 25.177500000000066)",03/06/2012 00:00,,"between Haflong and  Bagetar, Assam","Torrential rain in the Barail Hill range for the past many days triggered landslides at least five places along the Lumding-Silchar section of Northeast Frontier Railway (NFR) early on Sunday. Authorities have suspended and regulated services of all the trains in this 214-km section until tracks are cleared.   A senior official of NFR here said at around 3am on Sunday, a large amount of soil and mud, boulders and trees came down the Borail Hill on the tracks at five different places in Dima Hasao district. The affected places are between Harangajao and Mailongdisa, Bandarkhal and Chandranathpur, Maibang and Daotohaja, Lower Haflong and Bagetar and between Mahur and Migrendisa.","between Haflong and  Bagetar, Assam",5km,landslide,downpour,medium,unknown,,,25.1775,93.0123,India,Assam,Mahur,11.18
"(76.98320000000007, 31.77660000000003)",09/09/2014 23:00,23:00,Uhl river in Kamand area,"A 500-metre lake formed after a massive landslide on Uhl river in Kamand area of Mandi district of Himachal Pradesh has caused a flood scare in the area. According to the district administration, the landslide occurred on Tuesday night on Kamand-Riyagdi Road, 15 km from district headquarters, on Uhl river which is a tributary of river Beas. The debris fell inside and blocked the river.",Uhl river in Kamand area,5km,landslide,unknown,large,above_river,0,0,31.7766,76.9832,India,Himachal Pradesh,Mandi,8.44
"(75.24050000000005, 33.01860000000005)",28/03/2015 00:00,,Srinagar-Jammu national highway,"The rainfall has also forced closure of Srinagar-Jammu national highway due to landslides at some places, an official of the Traffic Department said.",Srinagar-Jammu national highway,unknown,landslide,downpour,medium,above_road,0,0,33.0186,75.2405,India,Jammu and Kashmir,Udhampur,15.06
"(75.19450000000006, 32.99180000000007)",29/07/2013 10:30,10:00,"Samroli, Udhampur District, Kashmir","The Jammu-Srinagar National Highway was closed for traffic today due to landslides in Udhampur district, leaving 200 vehicles stranded. The landslides hit the highway at Samroli area of the district, police said. The men and machines of Border Road Organisation (BRO) have started clearance operations in the area. However, a cavalcade of vehicles carrying Amarnath pilgrimsto Kashmir Valley had crossed the area before the landslides hit the highway.","Samroli, Udhampur District, Kashmir",1km,rock_fall,rain,medium,unknown,,,32.9918,75.1945,India,Jammu and Kashmir,Udhampur,10.02
"(88.24780000000004, 27.01610000000005)",29/06/2015 00:00,,NH-55 at Merry Villa,"We had to stop the service because debris have blocked the track at Merry Villa - S Sekhar. At present, all vehicles are waiting in a single file to enter and leave Darjeeling town. ""Boulders are still blocking most of the road space."" - Santosh Tamang",NH-55 at Merry Villa,1km,landslide,downpour,medium,above_road,0,0,27.0161,88.2478,India,West Bengal,Darjeeling,2.97
"(93.55000000000007, 24.96670000000006)",26/08/2007 00:00,,Tamenglong,"man killed along road cut, many events in this area affecting people and livestock, occurred at 5:30 pm",Tamenglong,5km,mudslide,continuous_rain,medium,unknown,1,,24.9667,93.55,India,Manipur,Brail Range,14.96
"(93.12650000000008, 25.305600000000027)",03/06/2012 00:00,,"between Maibang and Daotohaja, Assam","Torrential rain in the Barail Hill range for the past many days triggered landslides at least five places along the Lumding-Silchar section of Northeast Frontier Railway (NFR) early on Sunday. Authorities have suspended and regulated services of all the trains in this 214-km section until tracks are cleared.   A senior official of NFR here said at around 3am on Sunday, a large amount of soil and mud, boulders and trees came down the Borail Hill on the tracks at five different places in Dima Hasao district. The affected places are between Harangajao and Mailongdisa, Bandarkhal and Chandranathpur, Maibang and Daotohaja, Lower Haflong and Bagetar and between Mahur and Migrendisa.","between Maibang and Daotohaja, Assam",5km,landslide,downpour,medium,unknown,,,25.3056,93.1265,India,Assam,Mahur,14.8
"(75.74540000000007, 33.14630000000005)",01/05/2008 00:00,,"Kishtwar-Chatroo road, Kishtwar region of Jammu and Kashmir","two trucks, which were hit by a massive landslide on the mountainous road at around 9 a.m","Kishtwar-Chatroo road, Kishtwar region of Jammu and Kashmir",25km,complex,unknown,medium,unknown,12,,33.1463,75.7454,India,Jammu and Kashmir,Khandhot,1.34
"(73.43610000000007, 17.90310000000005)",04/09/2011 00:30,00:00,"Kashedi ghat,  Raigad  Maharashtra (used Raigad Fort for lat lon)","A second landslide in a section of the Kashedi ghat in Raigad district has again disrupted traffic on the Goa-Mumbai highway on Sunday. Earlier, another landslide was cleared by mid-morning.","Kashedi ghat,  Raigad  Maharashtra (used Raigad Fort for lat lon)",5km,landslide,rain,small,above_road,0,,17.9031,73.4361,India,Maharashtra,Jangam Wari,3.85
"(76.76040000000006, 10.303100000000029)",07/08/2013 00:00,,Ambalappara In Thrissur,"Earlier, the inter-state Athirapilly - Pollachi route via Vazhachal and Malakkapara was closed to traffic due to landslide triggered by rains at Ambalappara  in Thrissur. ",Ambalappara In Thrissur,25km,landslide,monsoon,medium,unknown,,,10.3031,76.7604,India,Kerala,Parambikolam,11.89
"(77.89870000000008, 11.374000000000024)",31/10/2015 00:00,,Arthanareeswarar Temple,"Downpour for about three hours on Saturday evening led to landslip, the second in the last four days, on the ghat road leading to Arthanareeswarar Temple situated atop a hillock in the town in the early hours of Sunday.  Due to sharp showers, landslip was reported near the fourth bend on Thursday. This led to closure of road for traffic and the district administration launched restoration works instantly.  Heavy rainfall lashed Tiruchengode town and the surrounding areas again on Saturday evening. Landslip took place again on Sunday morning, this time near the first bend.  On receiving information, V. Dakshinamoorthy, Collector, rushed to the spot and inspected the entire stretch of the damaged road walking for about a km.        Mahatma, Revenue Divisional Officer, Tiruchengode; Pon Saraswathi, Chairperson, Tiruchengode Municipality, and PWD and HR and CE officials accompanied the Collector.  The Collector said that the Government had sanctioned Rs. 21 lakh for the road restoration wo",Arthanareeswarar Temple,exact,landslide,downpour,small,above_road,0,0,11.374,77.8987,India,Tamil Nadu,Tiruchengodu,0.48
"(75.23810000000003, 33.241300000000024)",24/04/2012 00:00,,"Srinagar-Jammu Highway, Ramban, jammu","The 300-km Jammu-Srinagar National Highway today witnessed heavy traffic jams due to closure of the highway following landslides triggered by heavy rains in Ramban district of Jammu and Kashmir. There were two landslides in Seeri area on the highway in Ramban district resulting in closure of the highway for several hours today, officials said. Due to closure of the highway, heavy traffic jams for several hours were witnessed all along the road in Ramban-Udhampur section due to stranded traffic, they said. The men and machines of Border Roads Organisation (BRO) cleared the landslides around 1630 hours, they said, adding, the traffic was restored on the highway but there is heavy traffic jam in view of the slow movement of the traffic.","Srinagar-Jammu Highway, Ramban, jammu",5km,landslide,downpour,medium,unknown,,,33.2413,75.2381,India,Jammu and Kashmir,Chaunkri,20.45
"(73.83770000000004, 15.392500000000041)",06/06/2008 00:00,,"Jetty, Desterovaddo, Bharatline-Tarivaddo and Harbour, Vasco, Goa",Unsure about specifics of landslide events,"Jetty, Desterovaddo, Bharatline-Tarivaddo and Harbour, Vasco, Goa",50km,landslide,rain,medium,unknown,,,15.3925,73.8377,India,Goa,Goa Dabolim,1.23
"(75.21380000000005, 33.261100000000056)",11/09/2014 00:00,,Ramban district,"A fresh landslide was reported in Ramban district of Jammu and Kashmir on Thursday, adding to the woes of people of the state",Ramban district,50km,landslide,unknown,small,unknown,0,0,33.2611,75.2138,India,Jammu and Kashmir,Gund,19.22
"(94.44810000000007, 25.19410000000005)",01/08/2015 00:00,,Ukhrul NH 201-Jessami road,"The landslides occurred at three places between Ukhrul to Nungbi Village, following which a team of RKL inspected the sites today.",Ukhrul NH 201-Jessami road,25km,landslide,continuous_rain,medium,above_road,0,0,25.1941,94.4481,India,Manipur,Chattrik,31.14
"(76.96830000000006, 9.879000000000076)",05/08/2013 08:00,08:00,"Thadiyambadu Near Painavu, Kerala","At Thadiyambadu near Painavu, two sisters, Josma (16) and Josmy (13), died when mud slipped from a hillock onto their house early on Monday morning. The two were fast asleep in their room. They were students of St George High School, Vazhathope. Their parents, Joseph and Beena, escaped with minor injuries.","Thadiyambadu Near Painavu, Kerala",1km,landslide,monsoon,medium,unknown,2,2,9.879,76.9683,India,Kerala,Devikolam,25.43
"(73.36400000000003, 18.765400000000056)",13/11/2013 23:00,23:00,Maharashtra,"Train services between Kanyakumari and Thiru_va__nanthapuram were cancelled following a landslide on the track at Nemom on Wednesday. The landslide, caused by heavy rain last night, was said to have partially covered the railway track. According to southern railway sources, Mumbai-bound Island express from Kanyakumari, Kan_yaku_mari-Thiruvana_ntha_puram passenger train, the Nagercoil-Man_galore Parasuram express and Nagercoil-Kochuvelly passenger train were cancelled on Wednesday. The Chennai-Guruvayoor express was stopped at Nagercoil due to the landslide. Ferry ervices to Vivek_ananda rock and Thiruvalluvar rock in Kanyakumari were also suspended on Wednesday due to rough seas. Due to continuous rain in the catchment areas, Pechi_parai dam registered an inflow of 382 cusecs, while Perunchani dam in the district received an inflow of 174 cusecs, according to PWD sources.",Maharashtra,unknown,landslide,downpour,medium,unknown,0,,18.7654,73.364,India,Maharashtra,Lonoavale,4.59
"(77.52770000000004, 10.318400000000054)",16/11/2010 00:00,,"road near Saverikadu village(?), between Palani and Kodaikanal, Tamil Nadu province",The Highways Department had earlier closed traffic on Palani-Kodaikanal ghat road after a massive landslide near Saverikadu village recently. It has started the construction of a permanent structure to prevent further landslides in this village.,"road near Saverikadu village(?), between Palani and Kodaikanal, Tamil Nadu province",10km,landslide,downpour,medium,unknown,0,,10.3184,77.5277,India,Tamil Nadu,Kadaikan,11.14
"(94.10540000000003, 25.41960000000006)",29/07/2010 00:00,,"Maram area in Senapati district, National Highway 39",Manipur’s National Highway 39 has been cut off from the rest of the region after a heavy landslide at Maram area in Senapati district. The Imphal-Mao section of the NH-39 has been cut off due to landslide at Maram bazaar following heavy rainfall in the last few days. The landslide took place on Thursday cutting off the road totally leaving many vehicles stranded on both sides of the stretch.,"Maram area in Senapati district, National Highway 39",5km,landslide,downpour,medium,unknown,0,,25.4196,94.1054,India,Manipur,Sochumei,14.73
"(88.24760000000003, 27.016500000000065)",13/06/2015 06:30,06:00,"Darjeeling Heritage Railway, Darjeeling",Massive landslide in West Bengal hit toy train service...Boulders and debris fell on the rail tracks caused by incessant rain followed by the landslide.,"Darjeeling Heritage Railway, Darjeeling",1km,landslide,downpour,medium,above_road,0,0,27.0165,88.2476,India,West Bengal,Darjeeling,2.94
"(74.58280000000008, 14.893700000000024)",19/07/2015 00:00,,Talakebail in Vajralli gram panchayat in Yellapur,Yellapur: A landslip occurred at Talakebail in Vajralli gram panchayat in Yellapur taluk following the recent rain.   Residents are worried that it could affect a power transformer near the State highway between Bare and Chinnapur villages.,Talakebail in Vajralli gram panchayat in Yellapur,5km,landslide,continuous_rain,small,unknown,0,0,14.8937,74.5828,India,Karnataka,Yellapur,15.11
"(94.13000000000005, 25.83000000000004)",18/08/2011 00:00,, Botsa  and Chiechama,affected area is the NH-61 between Botsa and Chiechama (34 Kms from Kohima) where a stretch of 500 feet has been affected by landslides., Botsa  and Chiechama,exact,landslide,monsoon,medium,unknown,0,,25.83,94.13,India,Nagaland,Naga Hills,8.33
